x,y,z
0.1464405117819742,1.5417950837818624,-0.0
0.6455680991172583,0.96356882345639,-0.0
0.3082901282149315,1.049698034406651,-0.0
0.1346495489906907,1.836312604243855,-0.0
-0.2290356019832859,-0.0437206719646487,18.177643658577004
0.4376823391999682,-0.0083155406566104,97.48994775208126
-0.1872383662119223,-0.1555195256312834,5.147560230927219
1.1753190023462392,1.6317636602054637,-0.0
1.3909882815030876,1.5119448520896712,-0.0
-0.349675443522667,1.7140267261430024,117.17974867273664
-0.4981466892222899,1.2880734622130618,105.88528122260976
-0.5340480936074947,1.5096525747052854,143.8647794371269
-0.5003380882617818,1.318660696676117,116.36901113142856
-0.5027513939094703,1.3466411835838863,125.11890658440412
-0.4910884142354843,1.285455061500838,102.74774558846757
-0.4965888764206136,1.359283912883893,126.8668739134422
-0.5414359963873809,1.6613138080261398,103.57670674614462
-0.4883998432842087,1.3661069348229438,126.50953181576271
-0.5332874281904054,1.632041748314242,116.00258308561004
-0.5283409411662133,1.6114095645868438,123.6103022090764
-0.6096349429362197,1.4349302565722473,144.35880258680535
-0.6061031066493885,1.4293826794979394,145.06234528200417
-0.4181076102072638,1.53595000338554,138.67148502284195
-0.6990015887639717,1.397572253115105,134.4474042119967
-0.4397295963671817,1.5562386744008063,140.8587200514858
-0.5912111991340363,1.457919073201179,144.23278348486826
-0.441707801710189,1.5572633985365136,140.92260799009924
-0.7048064405757413,1.420077141463293,129.24359398590786
-0.711014573021349,1.4043263408091435,130.63806520225432
-0.4467138958653502,1.5274435553084729,141.87021387924452
-0.5625681366615758,1.432601604400937,146.65782244961835
-0.5794145756651754,1.4151683258609586,146.43929916693966
-0.5535727448559085,1.466834430051879,146.181990772092
-0.5579114620403917,1.4659433240961257,146.05607053612644
-0.5357001864785192,1.4785746803398323,146.12391867381373
-0.5563733012400468,1.4277690688542255,146.43116434516244
-0.531973599403885,1.459445432629686,146.42458546427846
-0.5408106313702459,1.480142068455622,145.92610402982595
-0.5289533358322742,1.4883390933394096,145.792158632566
-0.5886110912181604,1.3988780054849126,146.0036295018495
-0.5357001864785192,1.4785746803398323,146.12391867381373
-0.5579114620403917,1.4659433240961257,146.05607053612644
-0.5408106313702459,1.480142068455622,145.92610402982595
-0.5535727448559085,1.466834430051879,146.181990772092
-0.5760005548370994,1.402096961137118,145.88651276787846
-0.5886110912181604,1.3988780054849126,146.0036295018495
-0.531973599403885,1.459445432629686,146.42458546427846
-0.5563733012400468,1.4277690688542255,146.43116434516244
-0.5794145756651754,1.4151683258609586,146.43929916693966
-0.5625681366615758,1.432601604400937,146.65782244961835
-0.5535727448559085,1.466834430051879,146.181990772092
-0.5357001864785192,1.4785746803398323,146.12391867381373
-0.5579114620403917,1.4659433240961257,146.05607053612644
-0.5886110912181604,1.3988780054849126,146.0036295018495
-0.5760005548370994,1.402096961137118,145.88651276787846
-0.5408106313702459,1.480142068455622,145.92610402982595
-0.5625681366615758,1.432601604400937,146.65782244961835
-0.5563733012400468,1.4277690688542255,146.43116434516244
-0.5794145756651754,1.4151683258609586,146.43929916693966
-0.531973599403885,1.459445432629686,146.42458546427846
-0.5535727448559085,1.466834430051879,146.181990772092
-0.5357001864785192,1.4785746803398323,146.12391867381373
-0.5579114620403917,1.4659433240961257,146.05607053612644
-0.5886110912181604,1.3988780054849126,146.0036295018495
-0.5625681366615758,1.432601604400937,146.65782244961835
-0.5760005548370994,1.402096961137118,145.88651276787846
-0.5408106313702459,1.480142068455622,145.92610402982595
-0.5563733012400468,1.4277690688542255,146.43116434516244
-0.5794145756651754,1.4151683258609586,146.43929916693966
-0.531973599403885,1.459445432629686,146.42458546427846
-0.5625681366615758,1.432601604400937,146.65782244961835
-0.5535727448559085,1.466834430051879,146.181990772092
-0.5357001864785192,1.4785746803398323,146.12391867381373
-0.5579114620403917,1.4659433240961257,146.05607053612644
-0.5886110912181604,1.3988780054849126,146.0036295018495
-0.5760005548370994,1.402096961137118,145.88651276787846
-0.5408106313702459,1.480142068455622,145.92610402982595
-0.5794145756651754,1.4151683258609586,146.43929916693966
-0.5563733012400468,1.4277690688542255,146.43116434516244
-0.531973599403885,1.459445432629686,146.42458546427846
-0.5625681366615758,1.432601604400937,146.65782244961835
-0.5535727448559085,1.466834430051879,146.181990772092
-0.5357001864785192,1.4785746803398323,146.12391867381373
-0.5794145756651754,1.4151683258609586,146.43929916693966
-0.5579114620403917,1.4659433240961257,146.05607053612644
-0.5886110912181604,1.3988780054849126,146.0036295018495
-0.5563733012400468,1.4277690688542255,146.43116434516244
-0.5408106313702459,1.480142068455622,145.92610402982595
-0.5760005548370994,1.402096961137118,145.88651276787846
-0.531973599403885,1.459445432629686,146.42458546427846
1.0594754107618125,-0.1916168800420214,-0.0
1.0642261960216848,-0.1607576184369087,-0.0
1.0361305689238465,-0.1785107710668118,-0.0
1.0349020203818355,-0.1665859672468269,-0.0
1.0382450558800356,-0.1329946084402941,-0.0
1.008716843398736,-0.1725676782667933,-0.0
0.9995476613568716,-0.185387897287661,-0.0
0.9817937454350956,-0.1365641416774705,16.662241680788128
